joy	Oli kolmosluokan ensimmäinen päivä , aurinko oli kirkas ja meillä molemmilla oli uudet hienot shortsit ja lenkkarit , niillä olisi hyvä pelata jalkapalloa välitunneilla .
joy	Kiva, kun olet kotona.
joy	Maailma on tänään täynnä ihmeitä ja kauneutta .
not-joy	Se kertoisi sen, mitä tiedämme, kertomalla sen, mitä emme tiedä.
joy	Tiesin joka solullani , että nämä ovat niitä viikkoja , joita muistellaan syksyllä , nauretaan porukalla , herkutellaan yksityiskohdilla .
joy	On kyllä kiva , kun tuolla sai hipelöidä kaikkea . :)
joy	Hän tunsi itsensä voimakkaaksi ja oman itsensä herraksi.
joy	Seuraavana päivänä sain kauan kaivattuja mamin korvapuusteja !
not-joy	Hanki mies, jolla on vetreämmät verisuonet.
not-joy	Ette aio tappaa sitä vaan pakastatte sen.
joy	Hintakin on aika perus sopiva, tais olla n. 30 euroa 0,7l pullo.
joy	Miten onnellisilta ihmiset näyttävät.
joy	Tuntuu jo paljon paremmalta.
not-joy	28 päivää myöhemmin Jim ( Cillian Murphy ) herää Lontoon sairaalasta ja alkaa ihmetellä, missä on kaikki ihmiset ja miksi koko kaupunki on tyhjä?
not-joy	Näeksä, pelko on nyrkkeilijän paras ystävä.
joy	Jennings on loistava opettaja.
not-joy	Mutta minä olen nyt täällä.
not-joy	Tämä vierailu on aiheuttanut minulle aikamoista jännitystä.
joy	– Olen erittäin onnellinen .
joy	Oli hauska nähdä jälleen, mr Jordan.
not-joy	" Mitä vittuu noi roskikset rämisee ? " Stilsu huutaa isoon ääneen et ne kuulis kans .
joy	On mukavaa olla avuksi.
joy	Hyvä Suomi !
joy	" Eikö ole kaunis päivä ? "
not-joy	Sairaaloilla ja lääkäriasemilla on yhteensä 1,2 miljardin euron arvosta maksamattomia laskuja , etujärjestön tiedottaja kertoo saksalaislehti Der Spiegelille .
joy	On kiva jos tulet
not-joy	Se nyt vain kutsui superihanan violetin värisen rintansa kanssa koko alkujohdannon ajan, joten pakkohan se oli yrittää.
joy	Sain ihania joululahjoja, lähestulkoon kaikki mitä listassa oli, vaikka tarkoitus oli että siitä saa valita minkä hankkii.
not-joy	Ja koko ajan mietit kauanko viivytän sinua täällä.
joy	Suomi voittaa naisten jääkiekossa olympiapronssia!!!
not-joy	Ei sen tarvi muuttua.
not-joy	Monet katsoivat kuitenkin kokemattoman pääparin kalpenevan ammattinäyttelijöiden, erityisesti Juhani Niemelän, Kari Väänäsen ja Lasse Pöystin, seurassa.
not-joy	Missä ja milloin tahansa.
not-joy	Kansainvälisen siirtolaisjärjestön IOM:n johtajien mukaan on tärkeää tunnistaa uhrit , tukea laillista maahanmuuttoa laittoman siirtolaisuuden torjumiseksi ja tiedottaa ihmiskaupan muodoista kuluttajien vastuun parantamiseksi ja ihmiskaupan ylläpitämisen sijaan sen torjumiseksi .
not-joy	Mutta sinä kiehdoit minua.
joy	Kysymys on erittäin tärkeä, ja oikein toteutuessaan avaa huikeita näköaloja uudenlaiseen osaamiseen perustuvaan yhteiskuntaan ja työelämään, jossa oppiminen ei ole enää harvojen etuoikeus vaan kaikkien kansalaisoikeus, ja jossa riskeihin varaudutaan ennalta ja ihmisten osaamiseen panostetaan laajalti.
joy	- Olipa ihanaa olla kotona :)
joy	On hauska nähdä taas, Joseph.
joy	Miten ihanalta kaupankäynti tuoksuukaan aamuvarhain!
not-joy	Toivonkin lisää teidän kirjoituksianne mm. tavoistanne, ruuasta, perinteistä, paikoista joihin ulkomaalaiset harvemmin osaavat hakeutua.
joy	Mukava päästä välillä pois armeijasta.
not-joy	irl ei oikeastaan ratkaise yhtään mitään.
not-joy	Ei siellä mitään vikaa ilmapiirissä ollut.
not-joy	Muistutan , että mainitsemanne epäluottamuslauseen takana ovat poikkeuksetta kaikki parlamentin poliittiset ryhmät , eli yhteensä 69 jäsentä .
not-joy	Ja nyt töihin !
joy	Se kuulostaa kivalta, poika.
joy	Kun katson sinua, sydämeni lyö kiivaasti.
not-joy	Entä kymmenen kunniamerkkisuositusta - ja osaston ennätys rikollisten pidättämisessä?
joy	Hymyilen .
joy	Innostuin juoksemaan vastakkaisella seinällä olevalle sohvalle .
joy	Aivan mahtavaa ! ! :)
not-joy	Kaikki muu kellarissa oli pölyistä.
joy	Nyt tulee kaunis kesäpäivä
not-joy	Aikuiset miehet leikkivät apinoiden kanssa.
not-joy	Kaikkea ei voi tai tarvitse mitata rahalla.
joy	Ja mikä parasta... Hän pitää minua ihanana.
joy	Haluan toivottaa hyvää , rauhallista ja onnellista joulua kaikille tutuille ja tuntemattomille , ystäville ja rakkaille !
not-joy	Ja kuulemma myös rahaa.
joy	Sairaiden luona vierailu tuo hyvän mielen sekä potilaalle että vierailijalle .
not-joy	Hän ei luultavasti muista minua.
not-joy	Mistä sä löydät kaikki nää lelut?
not-joy	Haluatko lisää pähkinoitä, ukki?
not-joy	Hal, mene yläkertaan penskan luokse.
joy	Tälle päivälle on luvassa onnekkaita sattumuksia, kunhan olet valmis elämään hetkessä ja tunteella.
joy	Nyt on hyvä olo.
not-joy	#Taskumatti saanut nimensä #Kallio'n #kirjasto'n perustajattaren #AlliTrygg'in aviomiehen mukaan!!!
not-joy	Junan viestilaitteet ovat menneet epäkuntoon.
joy	Kuulisin sen oikein mielelläni.
not-joy	Syyskausi ei liiemmin herättänyt lupauksia , mutta konkurssiin ajautuneen Atlantiksen tilalle syntyneen AC Allianssin seurajohto päätti luottaa Kaijasiltaan .
not-joy	Tämä on Civic Centrum, OT:n 100-kerroksinen lahja kaupungille.
not-joy	Älkäämme antako pienen vähemmistön terrorisoida kaupungin hallintoa .
not-joy	” Totta kai Ne tietävät ! ”
joy	Olemme kiitollisia kun saamme nähdä nämä taideteokset.
joy	On suuri ilo tavata teidät.
not-joy	Media uutisoi koko ajan Huhtasaaresta epäolennaisia juttuja.
not-joy	En koskaan tiedä etukäteen, milloin olen nero.
not-joy	Hän kai pitää siitä.
joy	Se ilta oli elämäni onnellisin.
joy	Sitä on ollut ilo katsella.
joy	Ihanaa ja makeaa samppanjaa!
not-joy	Kypsää, ehdotonta, jännittävää rakkautta.
not-joy	En haluaisi antaa liikaa tunnustusta Thomas J. Doylelle, mutta hän saattoi olla oikeassa, kun hän sanoi, että tuolla tapahtuu aika yksityisiä asioita.
joy	Hän on ollut mulle kuin suojelusenkeli.
joy	Osakkeet voivat nousta pilviin!
not-joy	Täällä on ystävällisin vihollisesi, joka muistuttaa, että ottakaa rauhallisesti, - ja älkääkä olko mihinkään vapaaehtoisia.
not-joy	Voitteko tosiaan haudata jotain näin isoa?
not-joy	Chappie, tiedän että minun väkeni pitää sinun väestäsi.
joy	Ja nyt hyvä uutinen vanhoille pojille.
not-joy	En halua julkeuksia, OK?
not-joy	Tänne pääsy ei ollut helppoa.
not-joy	Tukisukkahousut tuntuisi hieman oudolta vaihtoehdolta, ja taitavat olla aika kireät myös haaraosastosta.
joy	Säästyisimme vauvahässäkältä ja siirtyisimme suoraan mukavaan hommaan, juhliin ja uusiin juhliin!
not-joy	Meidät on suunniteltu valokeilaan.
not-joy	Keskustorin mukulakivet ovat kuulemma ihan mahdottomat kävellä piikkikoroilla .
joy	Kun sinä et hermoile, olet hyvin kaunis ja hyvin pitkä.
not-joy	Hän on vain kännissä.
not-joy	Mitä ihmettä hän tekee?
joy	Kyllä ehdottomasti: Tahdooon rakastellla Sinuuaaa!!
not-joy	Kyllä nuukailuun tottuu, varsinkin kun tiedät sen olevan tilapäistä.
not-joy	Syksyllä alkaisi opiskelut , mutta nyt niille saattoi haistattaa pitkät .
joy	ja minä aloin nauraa.
not-joy	Nyt varotan ei kannata
not-joy	Allekirjoittanut on tunnustanut julkisesti skeptisyytensä SOT kajakkeja kohtaan, mutta nämä muuttivat kaiken.
joy	Toivottavasti olet onnellinen täällä.
not-joy	Beck, joka tunnetaan Rusettitappajana, saatiin tänä iltapäivänä kiinni. Hän on matkalla takaisin liittovaltion vankilaan.
joy	Paras puhelu, jonka olen koskaan saanut.
not-joy	Cooper, anna minulle nauloja tuosta!
not-joy	Jää vielä yhdeksi yöksi.
not-joy	VW taas on Saksan autoteollisuuden lempilapsi tai niitä viimeisiä mohikaaneja.
not-joy	Ohjelma on muutenkin ehtaa antiikkia.
joy	On mukava nähdä sinua.
not-joy	Agilan Opel-perustaiset 1.0- ja 1.2-litraiset bensiinimoottorit olivat pienempiä mutta tehokkaampia kuin 1.3-litrainen , jota käytettiin Euroopan markkinoilla Wagon R:ssä .
not-joy	Mutta näitähän riittää, sillä mikään ei ole helpompaa nykyisin, kuin kutsua itseään asiantuntijaksi.
not-joy	Se ei pidä ajatuksesta , että kaataisin siihen punaviiniä tai jonkun iloisen drinkin .
not-joy	Crystal hei, haluan näyttää yhden jutun...
not-joy	Ei nyt puhuta Georgesta tai ikävistä asioista.
not-joy	Periaatteet eivät kuole, kun ne tuodaan valoon.
joy	Oli muutenkin aurinkoinen ja nätti päivä , joten kadut olivat ihan täynnä porukkaa jotka vaan juhli ja tanssi :)
joy	Suvivirsi raikasi , minä lauloin palkeitteni pohjista .
joy	Kivaa vappua ja Kuningattarenpäivää kaikille säädyille .
not-joy	Pitää pistää nuo muutkin kuunteluun lähiaikoina
not-joy	Mieliteisiin vaikuttaminen on tärkeää.
joy	Kiitän ihanista ihmisistä , jotka ovat osa elämääni .
not-joy	Haavisto pitäisi lähettää heti venäjälle,missä Homot joutuvat pakkohoitoon.
not-joy	Tämä on sen verran rankka duuni, että saa nuoremmat jatkaa.
not-joy	Heillä on vakuuttava todistus useista Jumalan antamista rukousvastauksista ja voitoista yli vihollisen voimien Ugandan kansan kohdalla sekä eri paikkakunnilla Ugandassa.
joy	Meillä menee hyvin yhdessä.
not-joy	Toivottavasti tuo tuosta tokenisi itsestään .
not-joy	Ja Drago iskee kovan oikean nyrkin, joka tainnuttaa Rocky Balboan.
joy	Sillä hetkellä minulla on kaikkea mitä voisin ikinä toivoa.
not-joy	Mustikkavaahto sopii vaikka välipalaksi tai jälkiruoaksi .
joy	Siellä ulkopuolisuuteni jatkuu ja korostuu , mutta pidän siitä : pidän roolistani tarkkailijana .
joy	Hienoa oli myös se , että alustavan vastauksen hyväksymisestä sai jo viikon kuluttua hakemuksen jättämisestä .
joy	Sehän oli mukavaa, eikö vaan?
not-joy	Vesiosuuskuntaan tai kunnalliseen verkkoon liittyminen tulee kalliiksi, lisäksi maksa sekä tulevasta puhtaasta vedestä että jätevedestä.
not-joy	Olinhan tehnyt tytön olon aika epämukavaksi.
joy	Oih, tiedätkö, rakastan tätä aikaa vuodesta, kun kevät on tulossa.
joy	Ai saatana ku maistuu.
joy	Hollantilaiset kyllä osaa juhlia , jos on jäänyt jollekin epäselväksi ;)
not-joy	Panu näytti äkkiä pelästyneeltä .
joy	onnistunut
not-joy	Viran omais rikolllisia on kaikkialla.
joy	Hauska tavata, sisar Euphemia.
joy	On ilo tavata tyttärenne.
not-joy	" Hei , otakin minusta erilainen syntymäpäiväkuva .
joy	Antoisaa viikonloppua ! : )
not-joy	Niin sitten voisimme ottaa teidät vastaan suurella kunnialla.
not-joy	Harrastukset ja työ ovat luistamassa koko ajan enemmän taiton ja kuvankäsittelyn suuntaan, mutta olen silti edelleen aloittelija enkä aivan varma siitä kiinnitänkö huomiota oikeisiin asioihin.
not-joy	(meinaan ne siinä pikaselaimessa) esim. horoskooppi + kaikki viihdepalvelut...
joy	" Ei , ei suinkaan , mukavahan tässä oli vähän jalkojaan lepuuttaa . "
not-joy	Valitettavasti tämä ei tarkoita, että muutokset olisivat olleet aina hyviä.
joy	Sinulla on niin upea ääni.
joy	otan tässä vain vähän iloa irti kelistä . "
not-joy	Yeller kertoi, miten nyljit hänet kerran nelosparilla.
not-joy	TOSIN, EU OLISI SUHTEESSA VIENYT KYLLÄ ENEMMÄN SITTEN RAHAA.
joy	Että olemme onnellisempia kuin ikinä.
not-joy	En voi tietää mikä olisi hyvä tai ei olisi.
joy	Sinun kanssasi on mukava jutella
not-joy	Katso, nyt olemme korkealla.
joy	Päinvastoin : kesäni oli paras vuosiin .
not-joy	Liiton mielestä oikeuden päätös ei ole edes linjassa aiempien ratkaisujen kanssa : Suomen Sisun julkaisemista Muhammad-pilakuvista ja vapaa-ajattelijoiden sivuilla julkaistuista Jeesus-pilakuvista tehdyt tutkintapyynnöt päättyivät syyttämättä jättämisiin .
joy	Tervetuloa Ernestin ja Fannyn lhmetuokioon.
not-joy	Olemme keksineet jotain, jota ihmiskunta on etsinyt aikojen alusta asti.
joy	Meillä on aika kesäistä :)
not-joy	Minä tosiaan olen joutsen.
not-joy	Kauris TAAS masentunut....:)
not-joy	Tämä sopii hyvin yhteen sen kanssa , että tähti on vanha , ikä 7 - 11 × 109 vuotta .
not-joy	Muistatteko sen laulun, minkä englantilaissotilaat keksivät?
not-joy	Olen harrastanut niitä 32:ssa, 25:ssa ja 30:ssa 34:ssa, 6:ssa, joka paikassa. Mutta minua kunnioitetaan.
not-joy	Idioottius ei parane millään
joy	Katsokaa, miten kauniisti hän on kattanut pöydän.
not-joy	Eikä hän oikeastaan koskaan ollut vihainen .
not-joy	Sitä on tuunattu niin paljo , et ei se enää taksista mee .
not-joy	Emolevyn tuki ei paljoa hyödytä jos läppärin jäähdytyksen mitoitus ei riitä.
not-joy	” Kun kaikki ovat asiantuntijoita , ei tiukan hierarkkiselle organisaatiolle tilaa ” , Otaniemestä valmistunut Ruotsalainen toteaa .
not-joy	”Jos puhdas vesi, ravinto ja ilma sekä ilmaston säätely vaarantuvat, korvaaminen on vaikeaa, jopa mahdotonta.”
joy	Se on parasta viskiä, mihin olet huulesi kostuttanut, poika.
not-joy	"Miestä ei voi raiskata kiehtoo Donnerin ohjaustyylin lakonisuudella ja rauhallisuudella", koki Markku Tuuli (Katso 11/1978).
not-joy	Agraari- ja kansallissosialistien koalition kanssahan ei kukaan rehellinen halua tehdä kauppaa.
joy	Seuraavana aamuna sotilaat lähtivät, ja kaikki olivat tyytyväisiä.
not-joy	Vietän koko päivän valkaisten hajua pois, - sitten tulet kotiin ja minun täytyy aloittaa uudelleen.
not-joy	Ja koska vasemmiston naapurissa asuu etatismi, niin lainsäätäjät ja virkamiehet odottavat tekstinkäsittelyohjelmat valmiina, jotta he pääsisivät laatimaan uusia homolakeja, kuten edellisessä kappaleessa kirjoitin.
not-joy	senkäänvertaista kielitieteellistä asiantuntemusta
not-joy	Luulin, että oli sairas.
not-joy	Olet aina pitänyt valepuvuista.
joy	Sitten hän oli yksin koko korttelissa , mahtava tunne .
joy	Ilostun todella, kun - näen, että Chiefs on palannut sotapolulle niin sanoakseni.
not-joy	Osta mielummin wrangen perusheraa
not-joy	Pete ajaa turvaremmit auki ja laatta lattiassa .
joy	Uskomatonta vaihtoaikaa on mukava muistella näin jälkikäteen ja olenkin monesti todennut , että olen erittäin onnellinen , että lähdin Balille .
not-joy	@Jrvinen_J @veitera @OskuTorro @VanDerLuumi Kritiikki on suunnattu ennen kaikkea siihen tapaan, jolla viestintää tehty &virkamies vs. yksityishenkilö menevät sekaisin.
joy	Siitä minäkin olen tänään nauttinut .
not-joy	En nöyrry edes silloin kun on "pakko". :)
not-joy	Myytti joka on 99,95%:lle äänestäjistä outo.
not-joy	Uusi veitsi on tiskattu astianpesukoneessa , joten se on melko puhdas .
not-joy	Äitini.. hän olis toivonut, että se menee näin.
joy	Minä vain nauroin ja pyysin heitä jatkamaan.
not-joy	Turkki luonnehtii @hdpdemirtas'ia "vangituksi militantiksi, jota syytetään terroristiseen järjestöön kuulumisesta." https://t.co/eDKnXIzlE6
not-joy	Hieno musta-valko näkemys :" et kestä mitään ääniä, muuta metsään"
joy	- Ruisleipä + oivariini + oltermanni maistuu vaan niin hyvältä .
joy	Puhun varmasti kaikkien puolesta - sanoessani, että ihailen teitä kovasti.
joy	On silti mukava palata kotiin.
not-joy	Sehän on komisario Japp.
joy	Ja mainio päivä hernesopalle.
not-joy	Sinun on parasta olla...
not-joy	Tuo hänet tänne ole kiltti.
joy	Teillä on ihastuttava talo.
not-joy	Hhhhmmmmmmmmm.
joy	Kaikki muu seksi on juhlaseksiä , silloin kun on aikaa molempien tyydytykselle , esileikeille , yhdynnälle , jälkileikille , uusinnoille - se kaikki on yhtä juhlaa !
joy	Kiitos, että tulitte tänä iltana.
joy	Kuinka voin ikinä kiittää teitä tarpeeksi, Monsieur Poirot.
joy	Tämä kaveri on tosi viehättävä.
not-joy	Hän on noin iso.
joy	On mukava nähdä heidät yhdessä, vai kuinka?
not-joy	Koska mitä sinulla onkin täällä selvitän sen.
joy	Ihanaa , arki koitti ! :)
not-joy	Jos osaisimme suhtautua ja kasvattaa lapsemme niin , että hän välttyisi häpeän tunteelta , niin olisimme tehneet jo paljon , vaikka emme osaisikaan kasvattaa lastamme seksuaalisesti vapaaksi henkilöksi .
not-joy	Ja minä olisin maksanut 4 000.
not-joy	Paljon vaivaa mutta pahemminkin voisi olla (inferno).
joy	Hunajaiset rakuunaporkkanat ovat ihania ... kokeilkaas !
not-joy	Joskus vielä pääset tyrmäämään isäsi.
not-joy	Jani Toivola kertoi Arto Nybergille masennuksestaan – 2-vuotiaalle tyttärelle karjuminen havahdutti: ”Oli itsensä kanssa ahtaalla” https://t.co/ZdS2JudxV2
joy	Taisin vihdoin löytää urheilulajin, josta pidän.
not-joy	Tämäkö on henkeäsalpaava näköalasi?
joy	Tähdet ovat tukevasti taivaankannessa ja vuokrat maksettu, ja maailmassa kaikki hyvin.
not-joy	Olet kuukauden poissa, jos kaikki menee hyvin.
not-joy	Paikkoja Suomella oli useampaan maaliin, mutta viimeistely luokatonta.
not-joy	Sanoit että rakastat minua.
joy	Pidän, tämä on kaunis.
not-joy	.@unicef_fi toivoo, että @Maahanmuuttovir peruisi päätöksensä turvapaikanhakijalasten kuulemisesta kun vanhemmat ovat kääntyneet kristityiksi.
not-joy	Tämä on merkillisintä, mitä senaatissa on koskaan nähty.
not-joy	En tiedä kuinka kärsimätön olet tuoton kanssa mutta jos maltat odottaa useamman vuoden niin ostaisin nyt venäjän kriisien takia arvonsa laskeneita firmoja, esim Nokian renkaat.
not-joy	Yhtäkkiä jostain ilmestyi ritari. Hän ratsasti valkoisella hevosella täyttä laukkaa miekka tanassa!
not-joy	kun kertovat tuolta keskussairaalalta tosi huonosti, mitä meinaavat ottaa.
joy	Ylpeinä ja innoissamme täytimme taskumme nauhoilla ja illalla olimme siivonneet koko metsän .
joy	Voitto Suomelle! – Koripallossa yksi asia on toisin: Junioreita on jo kauan innostettu muiden lajien pariin https://t.co/pQFrBgRENj
not-joy	Sanoin siskolle, että molemmatkin voi saada.
joy	Ihailin sitä platinakelloa, jossa oli timanttinumerot.
joy	He ovat hieno pari, John.
not-joy	Pitää näyttää samalta jos haluamme sulautua.
joy	Taidamme tulla hyvin toimeen.
not-joy	Soitan Bob Benhamin tapauksesta.
not-joy	Hänen arvionsa mukaan olemme terminaalissa 9 minuuttia vaille 11.
not-joy	Kuka sitten voisi auttaa?
joy	On niin mukavaa olla täällä.
joy	Sinun ansiostasi voin pitää tämän naisen sielun ikuisesti!
not-joy	Sinä itse halusit tätä.
not-joy	Käske häntä ottamaan yhteyttä.
not-joy	Kyllä ihmiset käyttävät sitä seiniä vastaan.
joy	Tämähän on todella hyvää.
joy	Olen tarkallisesti kolme tuumaa pitkä, ja se on oikein hyvä pituus.
not-joy	Ajattelin vain kysyä löysitkö sytyttimesi.
joy	Mukavaa saada sinut seuraamme, Iso Kasino.
not-joy	Kuulehan, minuakin vähän pelottaa.
joy	Onneksi olen löytänyt keinon.
joy	Mrs Delaney on tehnyt upean päivällisen.
not-joy	Ehkä patterit ovat lopussa.
joy	Tämä on tosi siisti auto.
joy	Kiva nähdä teidät onnellisena.
not-joy	Kuinka monta naista siellä oli?
joy	Mukavaa, että satuitte tänne päin.
joy	Jo hänen seurassaan istuminen on minulle suuri kunnia.
not-joy	En voi mennä liian lähelle naista.
joy	Suutaria, joka korjasi niin taitavasti tossuni.
joy	Hienoa. Se oli loistavaa.
not-joy	Miksi hän kirjoittaa sellaista?
joy	Hän tanssi kuin enkeli.
not-joy	Koneessa ei näy muita vaurioita.
not-joy	Niilo Nikkari rakensi taloja ja Pasi Paakari leipoi leipiä.
not-joy	Meikä pelaa varman päälle.
joy	On ilo nähdä sinut.
not-joy	Se on esimerkki muulle maailmalle.
joy	Se on varmaan mukavaa.
not-joy	Señor. Soitin paronille takaisin.
joy	Älä naurata, ihoni alkaa halkeilla.
joy	Ei ihme, että miehenne rakastaa teitä.
not-joy	Olette provisiopalkalla vai mitä?
not-joy	Et sinä ole mies.
not-joy	Hyvät hermot ovat tarpeen.
